INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1065.65, '2024-07-19 15:39:07', '2025-03-19 05:12:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1028.24, '2024-09-18 10:06:44', '2025-09-24 06:07:54');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1384.66, '2024-10-16 16:13:40', '2025-05-17 22:34:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1096.9, '2024-07-24 13:03:08', '2025-02-04 04:12:32');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1382.18, '2024-10-28 07:32:11', '2025-01-15 20:54:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 412.57, '2024-09-09 17:21:11', '2025-07-06 04:28:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1143.24, '2024-05-22 05:23:44', '2025-06-11 22:56:04');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 675.03, '2024-09-19 10:46:19', '2025-07-02 00:06:04');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 723.56, '2025-02-27 16:45:46', '2025-05-25 13:51:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 527.29, '2024-05-05 10:32:40', '2025-07-04 21:25:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 716.87, '2025-04-18 20:35:51', '2025-08-28 21:59:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1193.82, '2024-09-08 00:57:27', '2025-02-03 03:38:17');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 513.98, '2023-12-07 22:52:51', '2025-09-21 02:40:26');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 507.49, '2023-12-30 20:04:33', '2025-04-15 02:30:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1129.66, '2024-08-11 11:42:24', '2025-08-08 05:41:13');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 428.57, '2024-04-08 16:18:51', '2025-05-19 06:19:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 547.38, '2024-08-01 22:24:14', '2025-05-13 11:58:14');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1326.38, '2024-01-09 14:35:50', '2025-09-17 20:15:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 404.18, '2024-09-05 12:11:11', '2024-11-06 11:57:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1318.12, '2024-10-28 09:15:50', '2025-01-06 18:31:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 689.78, '2025-06-07 01:21:03', '2025-10-01 05:46:22');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 607.24, '2024-04-17 02:46:36', '2025-05-24 17:52:31');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 791.72, '2024-06-08 16:32:00', '2025-09-06 01:21:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 661.5, '2024-04-23 04:21:34', '2025-08-20 10:29:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 802.17, '2024-09-23 02:18:12', '2025-10-01 14:21:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 538.2, '2024-09-16 08:11:58', '2025-07-27 20:57:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 926.44, '2024-12-03 09:39:54', '2025-08-07 21:16:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 905.01, '2024-01-27 15:41:22', '2024-10-28 10:26:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 867.29, '2024-07-02 18:44:35', '2025-05-07 07:37:43');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1389.94, '2024-09-13 13:12:43', '2025-07-24 19:11:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 458.76, '2024-10-16 00:53:07', '2025-02-24 23:02:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 511.38, '2024-04-04 17:20:14', '2025-03-23 21:14:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1397.24, '2025-08-17 15:18:23', '2025-10-13 21:24:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 900.39, '2024-07-09 22:42:37', '2025-08-24 03:53:00');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 500.08, '2023-11-18 19:43:36', '2025-07-12 17:47:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 422.66, '2024-04-23 00:58:31', '2025-10-07 06:24:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 475.33, '2024-08-10 19:54:54', '2024-12-14 19:12:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 517.96, '2024-08-25 22:33:59', '2024-12-06 19:04:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 940.56, '2024-03-25 06:11:07', '2025-06-17 19:25:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1116.83, '2024-09-22 04:30:48', '2025-05-13 15:47:39');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 444.71, '2024-06-29 19:29:55', '2025-08-14 05:37:22');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 498.59, '2023-12-13 21:59:27', '2025-04-24 14:19:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 524.77, '2024-01-05 00:18:03', '2025-04-18 22:02:13');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 474.89, '2023-11-27 00:00:17', '2025-07-14 04:29:12');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 866.06, '2024-03-30 12:02:14', '2025-07-26 17:25:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 904.29, '2024-07-11 11:03:20', '2025-05-01 03:31:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 912.95, '2024-01-29 05:28:16', '2025-08-08 02:04:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 879.46, '2024-02-19 18:43:34', '2025-02-03 07:47:27');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1299.7, '2024-05-24 19:19:55', '2025-09-24 13:13:14');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 404.57, '2024-12-16 21:20:08', '2025-10-05 10:20:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 621.04, '2024-03-22 07:47:26', '2025-08-13 20:55:17');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1296.18, '2024-04-13 03:13:04', '2024-07-29 07:26:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1283.81, '2025-01-12 22:10:12', '2025-10-03 14:13:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 724.69, '2023-11-16 21:25:42', '2025-09-21 00:30:39');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 472.37, '2024-05-05 06:44:56', '2025-06-23 10:05:06');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 704.54, '2024-01-28 13:50:27', '2025-05-06 05:23:32');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1113.08, '2024-07-08 01:22:42', '2025-06-02 09:20:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1096.63, '2024-04-28 02:08:44', '2024-11-25 04:07:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 488.47, '2024-03-13 03:58:21', '2025-08-07 13:41:35');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1376.25, '2024-10-13 15:17:13', '2025-04-22 02:09:13');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1322.57, '2024-01-08 04:28:04', '2024-09-17 10:36:45');
