INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (18, 25, 1, 3, 9, NULL, 10, '2025-07-11 02:34:35', 1, '2025-07-20', '2025-08-03');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (19, 36, 22, 6, 4, NULL, 34, '2025-07-08 20:07:20', 1, '2025-07-14', '2025-07-17');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (45, 39, 14, 11, 2, NULL, 35, '2025-06-10 14:50:48', 1, '2025-06-27', '2025-07-08');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (32, 39, 37, 4, 10, NULL, 36, '2025-07-25 20:51:27', 3, '2025-08-09', '2025-09-01');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (2, 3, 31, 12, 3, NULL, 37, '2025-05-25 00:47:32', 2, '2025-06-04', '2025-06-23');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (40, 29, 8, 12, 6, 1, NULL, '2025-09-11 07:07:12', 2, '2025-09-27', '2025-10-12');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (22, 30, 14, 10, 10, 1, NULL, '2025-08-02 02:28:28', 1, '2025-08-10', '2025-09-02');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (3, 37, 48, 8, 12, NULL, 38, '2025-07-30 22:57:34', 3, '2025-08-17', '2025-09-04');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (48, 15, 26, 5, 3, NULL, 39, '2025-09-11 20:54:50', 1, '2025-09-15', '2025-10-01');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (43, 29, 43, 8, 10, NULL, 40, '2025-08-14 07:10:11', 1, '2025-08-17', '2025-09-10');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (16, 2, 13, 6, 10, NULL, 41, '2024-11-01 18:53:38', 2, '2024-11-06', '2024-11-12');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (13, 6, 23, 7, 5, NULL, 42, '2025-09-10 10:31:03', 4, '2025-10-03', '2025-10-10');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (16, 9, 10, 5, 4, NULL, 43, '2025-06-17 23:40:15', 3, '2025-06-21', '2025-06-27');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (10, 45, 29, 12, 2, NULL, 44, '2025-07-25 11:16:57', 3, '2025-08-13', '2025-09-03');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (6, 17, 46, 4, 1, NULL, 45, '2025-08-20 15:09:15', 2, '2025-09-02', '2025-09-24');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (37, 7, 16, 9, 5, NULL, 46, '2025-09-01 12:15:41', 3, '2025-09-27', '2025-10-06');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (7, 47, 31, 3, 3, NULL, 47, '2025-03-13 21:16:28', 2, '2025-04-03', '2025-04-17');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (6, 17, 8, 6, 1, NULL, 48, '2025-02-21 02:49:48', 4, '2025-03-05', '2025-03-09');
INSERT INTO bokning (rum_id, kund_id, huvud_gast_id, personal_id, rum_pris_id, grupp_bokning_id, faktura_id, bokning_datum, antal_gaster, incheckning, utcheckning) VALUES (1, 12, 7, 5, 4, NULL, 49, '2025-07-25 10:49:08', 1, '2025-07-28', '2025-08-25');
