INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1396.59, '2024-07-30 09:34:38', '2025-05-16 22:39:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 427.37, '2024-03-11 08:20:04', '2025-08-23 05:17:17');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 742.77, '2023-11-28 06:33:16', '2025-01-19 14:00:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.93, '2024-09-13 07:55:35', '2025-09-25 04:06:34');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 406.28, '2024-05-17 19:27:11', '2025-10-05 11:08:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1345.77, '2024-09-24 05:12:22', '2025-05-11 12:49:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1021.08, '2024-03-08 02:10:44', '2025-05-17 14:20:43');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 629.77, '2024-07-03 09:00:04', '2025-08-17 04:23:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 445.11, '2024-03-25 03:18:34', '2025-01-05 11:59:00');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 451.08, '2023-11-07 17:40:26', '2025-10-09 11:34:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 404.17, '2024-06-03 14:09:28', '2025-08-28 08:03:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 478.31, '2024-12-11 14:30:07', '2025-03-07 13:04:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1211.76, '2024-06-12 01:03:09', '2024-12-22 00:38:43');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.81, '2024-05-18 18:44:39', '2025-08-03 03:49:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 904.34, '2024-11-11 22:21:14', '2025-02-09 10:41:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1299.28, '2024-05-03 03:15:11', '2025-08-22 11:31:34');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1237.43, '2024-12-06 19:11:51', '2025-02-12 18:28:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 480.67, '2024-06-06 00:42:22', '2025-06-20 01:23:47');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1188.06, '2024-11-18 03:44:21', '2025-08-04 03:39:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 428.73, '2025-05-28 15:40:26', '2025-07-30 23:18:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1331.02, '2024-11-02 03:57:24', '2025-08-07 21:56:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 496.41, '2023-11-21 15:45:06', '2025-04-08 19:59:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 510.31, '2024-11-07 01:26:51', '2025-05-24 05:14:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 664.22, '2023-10-23 12:38:02', '2025-03-03 22:21:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 834.62, '2024-09-20 19:12:48', '2025-05-02 12:35:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 762.58, '2025-01-29 09:18:38', '2025-03-15 19:17:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 695.95, '2024-10-06 07:01:51', '2025-09-22 16:52:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 545.46, '2024-06-26 20:08:16', '2025-05-13 02:39:56');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 667.54, '2023-10-31 10:12:39', '2024-11-08 10:19:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 867.42, '2024-10-18 18:34:01', '2025-09-24 23:36:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1018.45, '2025-02-08 12:10:17', '2025-09-19 13:23:37');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 408.65, '2024-09-18 08:37:53', '2025-09-26 17:39:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1273.95, '2025-05-15 09:06:38', '2025-07-08 08:13:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1297.36, '2024-11-09 21:58:00', '2025-08-19 19:53:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 543.26, '2024-04-12 09:36:08', '2024-10-14 02:19:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1298.14, '2024-10-01 05:22:13', '2025-10-08 10:58:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 637.45, '2024-09-09 01:39:23', '2025-04-14 18:12:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 545.84, '2024-06-22 04:51:49', '2025-09-07 16:22:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1347.97, '2023-12-02 15:46:05', '2025-05-17 07:09:00');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1151.89, '2025-04-28 16:19:09', '2025-09-08 01:05:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 435.55, '2024-09-01 00:45:40', '2024-10-30 11:36:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 786.19, '2024-08-03 05:51:47', '2024-12-03 20:32:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1384.66, '2025-04-22 22:27:34', '2025-09-08 20:57:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 436.24, '2024-06-04 19:15:30', '2025-09-30 00:08:14');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1277.83, '2024-06-28 09:55:49', '2024-12-14 15:19:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 422.4, '2025-05-25 06:37:53', '2025-07-18 09:31:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1052.8, '2024-01-18 11:47:39', '2025-07-09 20:23:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 753.7, '2024-03-05 16:09:39', '2024-09-15 01:06:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1057.87, '2025-02-21 12:06:39', '2025-10-01 04:14:04');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 733.37, '2024-12-08 03:01:39', '2025-10-04 00:18:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 541.44, '2025-04-13 21:33:15', '2025-06-03 02:10:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 450.09, '2024-08-29 06:52:19', '2025-08-20 13:45:34');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 427.8, '2024-01-22 16:26:37', '2025-02-19 02:06:06');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1041.28, '2024-10-22 19:11:16', '2025-10-10 11:29:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 441.23, '2024-03-19 07:57:15', '2025-04-25 20:22:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 947.84, '2024-07-11 22:11:03', '2025-05-28 14:37:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.64, '2024-10-09 20:23:20', '2025-06-24 03:27:31');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 918.64, '2024-06-26 04:27:50', '2024-09-13 22:09:17');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 897.63, '2025-04-25 23:18:14', '2025-09-16 22:52:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1349.11, '2025-05-20 16:42:16', '2025-08-11 08:36:55');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 458.3, '2025-01-27 17:09:04', '2025-09-25 02:51:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1252.96, '2023-10-19 03:16:07', '2025-08-20 21:18:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 474.86, '2024-03-18 01:06:37', '2025-09-08 23:17:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 455.46, '2024-06-22 01:38:36', '2025-07-28 08:44:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 442.09, '2024-03-25 21:43:03', '2025-02-06 13:52:12');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 946.92, '2024-05-22 11:59:58', '2025-03-22 23:22:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 527.15, '2024-03-10 16:52:16', '2025-07-20 23:48:43');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1229.53, '2024-12-28 23:52:47', '2025-08-07 00:11:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 460.61, '2025-01-08 21:54:02', '2025-04-17 23:41:25');
