INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 4, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 21, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 25, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 6, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 14, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 23, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 23, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 3, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 15, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 13, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 7, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 6, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 13, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 1, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 1, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 24, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 14, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 21, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 15, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 7, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 3, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 21, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 12, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 18, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 15, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 4, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 21, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 19, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 8, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 19, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 24, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 18, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 7, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 17, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 18, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 12, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 6, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 11, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 3, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 16, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 25, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 11, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 24, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 24, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 24, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 17, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 1, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 21, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 13, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 20, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 22, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 16, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 19, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 18, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 5, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 19, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 5, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 6, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 1, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 18, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 4, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 3, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 3, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 2, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 8, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 15, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 7, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 16, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 4, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 25, FALSE, TRUE);
