INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 721.51, '2024-12-05 08:36:43', '2025-09-12 22:47:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 883.72, '2023-12-07 19:48:22', '2025-07-13 05:22:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 687.64, '2024-01-09 16:44:14', '2024-09-04 08:34:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 542.53, '2024-07-08 19:45:28', '2025-05-14 22:33:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 719.08, '2024-09-23 03:38:50', '2025-07-23 22:39:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 527.08, '2025-04-25 22:32:18', '2025-08-22 02:00:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1380.1, '2024-09-16 07:32:38', '2025-07-07 14:20:29');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 653.07, '2024-06-14 15:47:01', '2025-05-11 01:37:12');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 515.02, '2025-04-25 23:30:21', '2025-10-11 21:25:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1273.01, '2025-03-26 21:21:06', '2025-09-11 15:46:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 754.96, '2023-11-16 01:24:01', '2025-05-30 03:47:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 788.33, '2025-01-25 09:20:00', '2025-07-08 06:26:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1161.47, '2024-12-01 18:56:35', '2025-02-23 23:38:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 501.59, '2024-11-12 17:58:52', '2025-05-14 16:22:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 499.23, '2024-03-01 17:28:28', '2025-09-08 21:30:04');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1140.53, '2025-02-18 22:58:28', '2025-06-02 06:19:19');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 758.4, '2023-12-22 05:03:17', '2025-06-23 04:29:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 403.72, '2024-04-09 09:17:27', '2024-08-16 16:10:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1181.82, '2023-10-31 21:59:06', '2025-01-21 08:47:55');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 749.49, '2024-04-04 00:51:24', '2025-07-28 13:00:13');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1045.64, '2024-01-12 15:34:11', '2025-03-20 07:57:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 613.99, '2024-09-04 14:45:17', '2024-12-30 08:18:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1145.74, '2024-09-23 09:00:35', '2025-04-20 16:45:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 483.24, '2023-11-04 20:34:59', '2025-04-12 12:11:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1080.81, '2024-03-20 06:50:22', '2025-05-15 20:42:17');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1043.67, '2024-05-12 09:11:52', '2025-08-16 00:24:26');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1330.97, '2024-05-25 09:35:02', '2024-10-24 19:44:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 535.58, '2024-07-20 16:34:23', '2025-06-24 17:56:55');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1206.93, '2024-09-15 08:11:50', '2025-09-16 13:26:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1120.06, '2024-07-31 10:00:55', '2025-06-29 05:45:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 467.37, '2025-05-05 13:00:56', '2025-10-10 02:50:06');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1204.44, '2024-10-04 08:47:05', '2025-06-28 13:47:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 477.06, '2024-10-26 19:13:43', '2025-09-11 22:49:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 519.95, '2024-06-11 03:50:37', '2024-09-08 18:11:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 749.28, '2024-10-31 10:14:14', '2025-08-08 09:34:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 495.0, '2024-08-01 02:28:24', '2025-06-18 15:34:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1057.14, '2024-06-02 10:11:25', '2024-12-19 08:47:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 449.32, '2024-07-16 14:34:55', '2025-03-30 19:26:06');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 912.87, '2023-12-12 12:32:00', '2024-09-08 12:12:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 882.82, '2024-01-14 18:32:46', '2025-01-31 22:06:32');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1309.87, '2024-05-05 18:36:33', '2025-06-22 08:15:31');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 651.42, '2025-01-30 02:38:10', '2025-07-17 19:36:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1224.19, '2025-01-11 13:19:53', '2025-09-22 05:51:29');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1191.38, '2024-11-20 07:46:16', '2025-02-18 18:29:56');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1078.31, '2024-02-19 00:56:55', '2025-01-26 18:17:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1335.46, '2024-12-07 01:06:08', '2025-03-20 18:04:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 418.43, '2024-03-05 14:57:57', '2025-10-16 01:04:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 425.99, '2024-06-10 16:22:35', '2024-12-15 01:07:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.82, '2024-10-03 14:50:24', '2025-10-13 14:35:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 535.38, '2025-03-04 20:20:15', '2025-07-07 10:51:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 852.96, '2024-07-08 14:24:43', '2025-09-17 17:25:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 449.08, '2024-07-22 15:27:14', '2025-05-21 15:39:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1374.53, '2024-11-18 22:59:23', '2025-07-01 20:30:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1024.93, '2024-02-02 07:57:35', '2025-06-17 03:53:22');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 427.96, '2025-01-15 04:20:54', '2025-06-02 23:28:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 895.16, '2025-01-29 01:10:08', '2025-10-11 05:03:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1106.23, '2024-01-15 08:33:40', '2025-07-05 05:04:22');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 889.16, '2024-07-11 23:18:29', '2025-10-02 04:22:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 403.67, '2024-03-17 22:53:13', '2025-01-21 13:48:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 468.24, '2024-10-06 12:47:54', '2025-03-15 17:12:35');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 663.18, '2024-04-28 17:30:25', '2025-09-04 11:44:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 925.77, '2024-11-22 09:04:09', '2025-09-11 03:32:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1096.13, '2024-05-03 02:36:16', '2025-09-17 12:48:56');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 425.6, '2025-05-27 00:14:14', '2025-09-26 02:00:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 679.48, '2025-02-22 19:30:43', '2025-09-05 02:02:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1040.85, '2023-12-30 17:13:04', '2025-10-14 15:52:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 447.23, '2024-07-31 01:33:30', '2025-07-12 07:08:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 460.53, '2025-01-06 02:26:06', '2025-03-16 17:07:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 429.13, '2024-09-20 19:12:48', '2025-09-14 00:55:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 622.64, '2023-10-24 20:38:52', '2025-09-04 22:43:47');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 435.04, '2024-10-17 01:10:41', '2025-08-08 11:13:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1105.72, '2024-04-28 09:25:39', '2025-01-04 10:36:14');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 821.69, '2023-10-16 05:02:40', '2024-11-05 06:09:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 666.8, '2024-07-23 23:51:34', '2025-08-09 13:04:29');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1033.67, '2024-07-19 17:49:33', '2025-02-06 13:09:15');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1244.65, '2024-05-13 20:21:20', '2025-09-03 14:10:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1081.67, '2024-07-17 02:50:28', '2025-04-15 13:01:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 535.12, '2024-08-17 03:52:04', '2025-07-12 03:06:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 607.86, '2024-10-23 19:15:12', '2025-09-24 12:22:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 915.59, '2024-02-11 21:16:21', '2024-12-11 12:26:14');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 427.26, '2024-01-18 20:47:37', '2025-07-08 04:52:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 933.44, '2024-04-23 19:05:05', '2024-08-26 15:56:12');
