INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 818.17, '2024-10-30 11:01:26', '2025-07-09 17:05:39');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 889.58, '2024-08-08 22:30:57', '2025-09-15 23:05:15');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 807.37, '2024-03-29 10:34:13', '2025-10-03 09:20:26');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 480.84, '2024-03-30 14:49:15', '2025-10-11 01:13:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 698.15, '2023-11-17 15:26:20', '2025-05-03 06:43:04');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1066.0, '2024-02-19 03:43:01', '2025-01-09 16:41:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 470.81, '2024-12-31 22:00:42', '2025-07-07 10:19:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 830.32, '2024-04-07 07:44:54', '2025-07-29 06:46:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1061.75, '2023-10-30 02:13:37', '2025-06-26 06:05:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1205.53, '2024-01-20 06:26:49', '2025-05-25 06:27:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 540.98, '2024-01-29 10:05:03', '2024-10-30 02:37:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 802.0, '2023-11-05 09:09:40', '2025-10-02 05:57:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 610.67, '2024-11-16 14:41:04', '2025-02-07 22:56:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 509.65, '2025-02-09 16:38:03', '2025-09-16 01:17:03');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 503.89, '2025-05-29 23:10:35', '2025-08-21 01:59:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 457.6, '2024-12-31 02:20:44', '2025-09-30 00:45:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 511.23, '2023-12-30 13:36:03', '2025-08-18 06:18:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1306.75, '2023-10-31 14:12:54', '2025-05-31 23:47:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 433.81, '2023-12-28 12:56:20', '2025-05-06 11:08:39');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 906.28, '2023-11-26 14:13:04', '2024-09-19 15:19:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1102.05, '2025-07-11 00:03:04', '2025-10-02 23:11:18');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1318.72, '2024-11-06 19:46:56', '2025-02-03 16:16:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 503.48, '2024-06-16 07:12:44', '2025-03-19 06:57:01');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1274.96, '2023-11-01 00:20:06', '2025-03-05 19:16:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 490.11, '2024-10-04 10:36:38', '2025-10-13 06:07:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 488.11, '2024-06-29 03:01:10', '2025-10-11 11:44:44');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 634.85, '2023-11-18 19:52:14', '2025-08-24 14:58:17');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1052.54, '2024-08-25 22:48:42', '2025-07-16 13:25:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 772.74, '2024-10-16 04:31:54', '2025-01-12 09:09:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 444.13, '2024-01-01 08:08:32', '2025-04-11 17:29:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1285.01, '2024-01-05 12:33:41', '2025-05-15 15:06:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 512.14, '2024-03-08 19:33:39', '2024-09-13 12:41:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1176.82, '2024-09-26 04:53:25', '2025-09-19 18:03:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1328.63, '2023-11-14 20:32:35', '2025-05-19 05:02:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1035.19, '2025-02-03 08:57:53', '2025-05-09 16:21:09');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 447.28, '2025-02-20 01:12:04', '2025-09-10 04:33:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 749.21, '2024-06-18 06:33:41', '2025-06-30 09:46:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 901.41, '2024-03-12 11:22:26', '2025-06-16 02:53:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1386.14, '2024-11-27 16:04:47', '2025-08-07 08:22:27');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 675.31, '2024-02-13 07:12:49', '2025-08-20 09:08:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 443.73, '2024-12-04 11:35:22', '2025-06-15 19:02:54');
