INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 23, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 7, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 20, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 17, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 19, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 3, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 25, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 4, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 21, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 3, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 10, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 16, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 6, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 12, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 17, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 2, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 17, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 23, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 9, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 5, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 17, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 16, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 3, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 12, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 5, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 12, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 1, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 7, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 4, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 19, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 18, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 6, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 11, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 16, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 1, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 16, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 25, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 17, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 7, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 9, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 6, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 13, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 5, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 8, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 24, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 5, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 20, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 11, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 2, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 25, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 18, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 1, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 24, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 3, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 19, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 23, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 4, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 17, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 3, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 5, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 20, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 22, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 2, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 1, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 12, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 17, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 23, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 14, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 21, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('enkelrum', 8, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 12, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 13, FALSE, TRUE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('dubbelrum', 3, TRUE, FALSE);
INSERT INTO rum (rum_typ_id, personal_id, checkat_in, checkat_ut) VALUES ('familjerum', 7, TRUE, FALSE);
