INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1140.24, '2024-08-20 20:22:32', '2025-07-21 00:38:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 875.05, '2025-05-12 00:24:52', '2025-06-19 03:11:27');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 499.86, '2023-12-24 20:11:20', '2025-08-27 18:58:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 636.55, '2023-12-30 17:25:44', '2025-06-21 17:26:15');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1302.96, '2023-10-29 10:49:45', '2024-12-28 08:27:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 532.43, '2024-09-13 13:57:57', '2024-10-18 16:24:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 600.01, '2024-03-05 05:22:02', '2024-11-10 22:32:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1290.33, '2023-11-18 19:05:41', '2025-04-24 10:42:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1034.0, '2025-02-06 19:59:45', '2025-09-28 13:07:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 442.22, '2024-01-01 23:50:09', '2025-08-25 19:23:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 532.21, '2024-07-23 06:34:29', '2025-10-03 14:10:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 763.6, '2024-02-15 08:03:29', '2024-06-20 22:48:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 548.51, '2024-11-21 10:06:53', '2025-10-07 12:40:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1345.01, '2024-10-31 23:40:51', '2025-07-14 02:06:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1344.86, '2025-08-21 10:02:49', '2025-09-21 04:32:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1203.59, '2024-07-05 19:13:55', '2025-10-15 14:29:27');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1123.61, '2024-10-20 07:55:38', '2025-07-12 08:02:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1102.84, '2025-05-02 07:05:21', '2025-07-02 01:19:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 678.92, '2024-08-18 14:36:21', '2025-05-29 03:21:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1385.99, '2024-05-18 04:44:25', '2025-04-08 13:25:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 777.03, '2024-11-14 13:23:33', '2025-06-24 17:09:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 659.37, '2024-02-26 11:15:14', '2024-10-07 11:37:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1008.76, '2024-06-30 17:03:52', '2024-10-28 16:08:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 940.07, '2024-03-27 16:07:02', '2024-09-18 06:48:37');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1395.7, '2024-04-11 19:36:54', '2025-07-14 02:26:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1233.73, '2024-04-09 05:38:02', '2024-08-12 15:07:47');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 438.33, '2024-01-15 16:21:05', '2024-11-28 19:52:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1253.81, '2024-03-15 19:05:24', '2025-10-04 13:17:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 454.71, '2024-01-18 19:10:46', '2025-04-17 13:06:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 512.77, '2024-03-30 16:55:08', '2025-09-16 11:22:12');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1286.02, '2025-03-13 03:14:36', '2025-07-21 20:20:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 532.85, '2023-11-16 20:07:57', '2024-12-03 20:36:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1276.87, '2024-11-20 09:26:41', '2025-10-01 18:08:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 784.8, '2023-12-03 19:27:13', '2025-09-09 03:24:45');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 622.89, '2024-01-08 11:13:01', '2024-09-25 12:23:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 525.35, '2024-05-04 04:03:28', '2025-02-10 16:37:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1380.71, '2024-03-21 13:27:31', '2025-04-27 11:41:45');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 445.19, '2024-05-11 12:00:27', '2025-07-09 09:58:32');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 919.83, '2023-10-18 17:32:25', '2025-02-10 21:58:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 512.07, '2024-04-02 06:30:36', '2025-03-22 00:38:55');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1325.28, '2023-10-22 22:29:33', '2025-06-25 23:02:32');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1088.64, '2024-08-14 03:44:55', '2025-02-01 19:55:11');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 519.25, '2024-03-28 05:20:41', '2025-05-23 22:18:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1324.53, '2025-03-10 08:07:11', '2025-10-14 23:29:27');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 810.29, '2024-01-15 00:24:38', '2025-09-13 02:32:47');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 409.14, '2024-12-28 06:42:17', '2025-08-13 04:18:30');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 488.15, '2024-06-30 10:25:34', '2025-05-12 16:23:00');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1122.74, '2023-10-20 13:08:08', '2024-12-22 11:22:23');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 767.48, '2025-01-14 09:39:10', '2025-05-23 01:51:29');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 949.73, '2023-12-18 09:04:59', '2024-08-13 01:10:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 451.57, '2025-03-15 05:53:30', '2025-10-15 14:06:45');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 454.08, '2025-03-13 16:07:15', '2025-05-28 03:07:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 811.8, '2025-08-10 18:54:53', '2025-09-20 16:05:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 527.5, '2024-04-10 06:23:18', '2025-07-14 00:42:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 417.95, '2024-05-26 07:43:24', '2025-02-28 00:55:43');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 412.03, '2024-01-01 07:01:31', '2025-09-19 04:14:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 664.5, '2024-06-17 01:27:46', '2025-05-16 19:05:56');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 856.38, '2023-11-04 01:23:44', '2025-10-05 12:45:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 662.33, '2024-05-24 12:33:21', '2025-05-02 07:44:18');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 949.1, '2024-04-23 14:07:39', '2025-09-08 14:14:42');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1251.94, '2024-10-16 08:56:21', '2025-05-22 00:13:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 940.42, '2024-02-22 07:29:19', '2025-07-19 12:32:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 729.6, '2024-10-18 14:02:38', '2025-06-16 10:34:13');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1398.46, '2024-04-22 07:08:32', '2025-04-21 07:03:39');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 652.55, '2024-04-25 12:04:51', '2025-07-29 00:22:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 470.37, '2023-12-07 10:33:22', '2025-07-01 04:43:03');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.68, '2024-01-06 03:54:21', '2025-04-22 10:21:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 911.24, '2023-12-21 23:59:17', '2025-05-25 08:22:04');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1270.95, '2024-08-02 14:30:28', '2025-03-31 02:16:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1072.16, '2023-11-17 21:28:17', '2025-06-25 11:07:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1135.59, '2024-10-09 09:18:13', '2025-08-23 19:51:12');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1055.13, '2024-09-11 17:27:33', '2025-02-19 07:49:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 504.9, '2024-12-14 15:30:11', '2025-08-11 00:34:00');
