INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 785.7, '2024-02-25 06:13:59', '2024-11-26 08:56:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1282.24, '2025-04-29 03:53:03', '2025-09-17 23:11:28');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1192.46, '2024-03-08 05:53:42', '2024-11-16 04:30:31');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1064.14, '2023-10-29 13:19:58', '2024-10-22 07:56:05');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 809.0, '2024-01-06 02:52:02', '2025-03-17 01:56:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.8, '2024-03-01 02:52:15', '2024-10-26 14:21:07');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1256.14, '2025-05-17 11:44:54', '2025-10-14 06:03:49');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1243.53, '2023-12-31 09:55:13', '2024-05-07 12:32:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1152.04, '2024-05-25 01:09:17', '2025-09-28 14:05:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 499.62, '2024-06-23 05:41:47', '2025-09-20 19:24:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1286.33, '2024-07-04 10:31:07', '2025-07-06 06:03:41');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 857.64, '2024-01-02 01:47:25', '2024-09-23 15:58:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 421.26, '2024-05-17 00:07:38', '2025-04-02 03:59:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1058.36, '2025-03-03 19:41:49', '2025-06-08 20:30:19');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 490.88, '2023-11-09 06:53:33', '2025-04-09 17:18:52');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 442.55, '2025-04-01 14:56:12', '2025-10-01 20:07:21');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 408.08, '2023-12-25 07:09:05', '2025-05-31 22:34:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 911.51, '2025-01-06 07:04:21', '2025-07-21 19:32:55');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1099.2, '2024-03-02 13:24:17', '2025-06-18 17:11:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1072.33, '2024-07-16 23:20:14', '2025-09-19 15:18:19');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 503.58, '2024-07-08 16:22:11', '2025-07-05 16:28:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 735.91, '2025-05-07 14:34:34', '2025-07-02 10:35:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 432.33, '2025-06-19 19:19:03', '2025-07-07 15:36:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 692.56, '2024-05-18 09:37:20', '2025-05-13 03:47:47');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 866.58, '2025-01-14 17:07:48', '2025-08-08 23:49:47');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1345.36, '2024-08-02 08:45:36', '2025-09-02 03:05:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 836.12, '2024-11-19 08:32:58', '2025-05-08 22:18:33');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 423.71, '2024-12-05 04:43:47', '2025-06-12 08:34:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 539.16, '2024-03-20 21:21:26', '2025-08-05 14:32:38');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1215.41, '2024-12-14 08:59:37', '2025-07-02 05:40:45');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 506.87, '2024-05-01 16:43:23', '2025-07-29 15:55:58');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1379.47, '2023-12-02 11:46:38', '2025-02-22 13:27:10');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 417.02, '2025-05-23 12:22:44', '2025-07-29 05:50:36');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1117.44, '2025-03-27 20:45:38', '2025-08-24 18:18:13');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 910.71, '2024-08-14 13:33:38', '2024-11-30 18:59:18');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 495.97, '2024-09-15 18:34:09', '2025-05-19 10:24:57');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1214.34, '2023-11-03 17:04:16', '2025-10-05 10:17:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1381.41, '2024-02-09 18:20:56', '2025-02-26 01:14:45');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 433.95, '2025-02-19 17:50:18', '2025-08-12 07:47:48');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1128.95, '2023-10-25 13:15:37', '2024-09-24 21:01:37');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1028.44, '2023-11-30 01:15:28', '2025-08-21 04:26:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1290.82, '2024-09-21 15:49:25', '2025-09-20 05:13:59');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 529.47, '2024-12-05 06:40:16', '2025-06-02 22:28:50');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1327.3, '2024-09-04 04:01:08', '2025-07-17 02:05:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1287.49, '2025-02-24 12:15:19', '2025-08-15 13:10:40');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1149.28, '2023-12-17 01:02:49', '2025-06-09 03:27:51');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1377.29, '2024-11-06 14:58:47', '2025-02-09 20:19:14');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 774.79, '2025-02-19 18:24:25', '2025-07-21 07:29:20');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 858.75, '2024-07-28 08:06:07', '2025-08-04 02:39:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 777.23, '2024-06-15 21:35:33', '2025-01-01 06:40:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1254.6, '2024-05-31 16:02:56', '2025-01-10 19:33:06');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 642.85, '2024-05-06 15:46:13', '2025-08-06 04:21:08');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 784.71, '2024-10-14 14:50:22', '2025-08-31 16:21:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 532.29, '2024-07-23 22:29:05', '2025-04-25 10:32:24');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('dubbelrum', 667.83, '2024-07-10 03:07:46', '2025-06-12 08:24:25');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 405.04, '2023-11-29 16:36:26', '2025-02-09 07:22:53');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 494.83, '2025-04-13 14:32:06', '2025-05-17 15:11:54');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1009.0, '2024-01-15 23:35:32', '2025-03-20 08:20:46');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 462.95, '2024-04-21 13:52:22', '2025-05-21 08:29:00');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('familjerum', 1257.17, '2024-05-07 23:41:40', '2025-09-07 14:10:02');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 414.91, '2025-04-01 20:01:09', '2025-10-01 14:41:16');
INSERT INTO rum_pris (rum_typ_id, pris_per_natt, start, slut) VALUES ('enkelrum', 413.24, '2024-04-14 18:41:37', '2025-04-08 06:13:28');
